Dex,Pokemon,Type Icon I,Type Icon II,Sprite,Raw (Showdown),Image,Raw (Serebii),Current Team,Current Trainer,Tier,Games GP,W,L,WR,KDA K,D,+/-,Damage Dmg Dealt,Dmg Taken,Dmg Diff,Dmg Ratio,Column 103,HP,Atk,Def,SpA,SpD,Spe,Total,Type I,Type II,Ability I,Ability II,Hidden Ability,Season 1 Team,Exceptions,Exception Only,Column 78,Mold Breaker Weaknesses Normal,Fire,Water,Electric,Grass,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy,Column 77,Weaknesses + Only Unoptional Exceptions Normal1,Fire1,Water1,Electric1,Grass1,Ice1,Fighting1,Poison1,Ground1,Flying1,Psychic1,Bug1,Rock1,Ghost1,Dragon1,Dark1,Steel1,Fairy1,Column 98,Weaknesses + All Exceptions Normal2,Fire2,Water2,Electric2,Grass2,Ice2,Fighting2,Poison2,Ground2,Flying2,Psychic2,Bug2,Rock2,Ghost2,Dragon2,Dark2,Steel2,Fairy2,Column 79,Showdown Gen 5 Link,Serebii New,Serebii Link,Raw (Pokemon DB),DBLink,Backup DBLink,Blank
423,Gastrodon,,,,gastrodon,,423,,,B,,,,,,,,,,,,,111,83,68,92,82,39,475,Water,Ground,Sticky Hold,Storm Drain,Sand Force,,1,-2,,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/gastrodon.png,https://www.serebii.net/scarletviolet/pokemon/new/423.png,https://www.serebii.net/pokemon/art/423.png,gastrodon,https://img.pokemondb.net/artwork/large/gastrodon.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/gastrodon.png,
424,Ambipom,,,,ambipom,,424,Team 12,MonkeyRanger,B,,,,,,,,,,,,,75,100,66,60,66,115,482,Normal,,Technician,Pickup,Skill Link,Team 12,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/ambipom.png,https://www.serebii.net/scarletviolet/pokemon/new/424.png,https://www.serebii.net/pokemon/art/424.png,ambipom,https://img.pokemondb.net/artwork/large/ambipom.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/ambipom.png,
425,Drifloon,,,,drifloon,,425,,,Z,,,,,,,,,,,,,90,50,34,60,44,70,348,Ghost,Flying,Aftermath,Unburden,Flare Boost,,0,-3,,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/drifloon.png,https://www.serebii.net/scarletviolet/pokemon/new/425.png,https://www.serebii.net/pokemon/art/425.png,drifloon,https://img.pokemondb.net/artwork/large/drifloon.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/drifloon.png,
426,Drifblim,,,,drifblim,,426,,,C,,,,,,,,,,,,,150,80,44,90,54,80,498,Ghost,Flying,Aftermath,Unburden,Flare Boost,,0,-3,,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/drifblim.png,https://www.serebii.net/scarletviolet/pokemon/new/426.png,https://www.serebii.net/pokemon/art/426.png,drifblim,https://img.pokemondb.net/artwork/large/drifblim.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/drifblim.png,
427,Buneary,,,,buneary,,427,,,Z,,,,,,,,,,,,,55,66,44,44,56,85,350,Normal,,Run Away,Klutz,Limber,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/buneary.png,https://www.serebii.net/scarletviolet/pokemon/new/427.png,https://www.serebii.net/pokemon/art/427.png,buneary,https://img.pokemondb.net/artwork/large/buneary.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/buneary.png,
428,M-Lopunny,,,,lopunny-mega,,428-m,Team 8,Burndt,A,,,,,,,,,,,,,65,136,94,54,96,135,580,Normal,Fighting,Scrappy,,,Team 8,0,-1,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/lopunny-mega.png,https://www.serebii.net/scarletviolet/pokemon/new/428-m.png,https://www.serebii.net/pokemon/art/428-m.png,lopunny-mega,https://img.pokemondb.net/artwork/large/lopunny-mega.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/lopunny-mega.png,
428,Lopunny,,,,lopunny,,428,,,C,,,,,,,,,,,,,65,76,84,54,96,105,480,Normal,,Cute Charm,Klutz,Limber,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/lopunny.png,https://www.serebii.net/scarletviolet/pokemon/new/428.png,https://www.serebii.net/pokemon/art/428.png,lopunny,https://img.pokemondb.net/artwork/large/lopunny.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/lopunny.png,
429,Mismagius,,,,mismagius,,429,,,C,,,,,,,,,,,,,60,60,60,105,105,105,495,Ghost,,Levitate,,,,1,0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/mismagius.png,https://www.serebii.net/scarletviolet/pokemon/new/429.png,https://www.serebii.net/pokemon/art/429.png,mismagius,https://img.pokemondb.net/artwork/large/mismagius.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/mismagius.png,
430,Honchkrow,,,,honchkrow,,430,,,C,,,,,,,,,,,,,100,125,52,105,52,71,505,Dark,Flying,Insomnia,Super Luck,Moxie,,0,-3,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/honchkrow.png,https://www.serebii.net/scarletviolet/pokemon/new/430.png,https://www.serebii.net/pokemon/art/430.png,honchkrow,https://img.pokemondb.net/artwork/large/honchkrow.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/honchkrow.png,
431,Glameow,,,,glameow,,431,,,Z,,,,,,,,,,,,,49,55,42,42,37,85,310,Normal,,Limber,Own Tempo,Keen Eye,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/glameow.png,https://www.serebii.net/scarletviolet/pokemon/new/431.png,https://www.serebii.net/pokemon/art/431.png,glameow,https://img.pokemondb.net/artwork/large/glameow.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/glameow.png,
432,Purugly,,,,purugly,,432,,,Z,,,,,,,,,,,,,71,82,64,64,59,112,452,Normal,,Thick Fat,Own Tempo,Defiant,,1,-2,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/purugly.png,https://www.serebii.net/scarletviolet/pokemon/new/432.png,https://www.serebii.net/pokemon/art/432.png,purugly,https://img.pokemondb.net/artwork/large/purugly.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/purugly.png,
433,Chingling,,,,chingling,,433,,,Z,,,,,,,,,,,,,45,30,50,65,50,45,285,Psychic,,Levitate,,,,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/chingling.png,https://www.serebii.net/scarletviolet/pokemon/new/433.png,https://www.serebii.net/pokemon/art/433.png,chingling,https://img.pokemondb.net/artwork/large/chingling.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/chingling.png,
434,Stunky,,,,stunky,,434,,,Z,,,,,,,,,,,,,63,63,47,41,41,74,329,Poison,Dark,Stench,Aftermath,Keen Eye,,0,-3,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/stunky.png,https://www.serebii.net/scarletviolet/pokemon/new/434.png,https://www.serebii.net/pokemon/art/434.png,stunky,https://img.pokemondb.net/artwork/large/stunky.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/stunky.png,
435,Skuntank,,,,skuntank,,435,,,C,,,,,,,,,,,,,103,93,67,71,61,84,479,Poison,Dark,Stench,Aftermath,Keen Eye,,0,-3,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/skuntank.png,https://www.serebii.net/scarletviolet/pokemon/new/435.png,https://www.serebii.net/pokemon/art/435.png,skuntank,https://img.pokemondb.net/artwork/large/skuntank.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/skuntank.png,
436,Bronzor,,,,bronzor,,436,,,Z,,,,,,,,,,,,,57,24,86,24,86,23,300,Steel,Psychic,Levitate,Heatproof,Heavy Metal,,2,-1,,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/bronzor.png,https://www.serebii.net/scarletviolet/pokemon/new/436.png,https://www.serebii.net/pokemon/art/436.png,bronzor,https://img.pokemondb.net/artwork/large/bronzor.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/bronzor.png,
437,Bronzong,,,,bronzong,,437,,,B,,,,,,,,,,,,,67,89,116,79,116,33,500,Steel,Psychic,Levitate,Heatproof,Heavy Metal,,2,-1,,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/bronzong.png,https://www.serebii.net/scarletviolet/pokemon/new/437.png,https://www.serebii.net/pokemon/art/437.png,bronzong,https://img.pokemondb.net/artwork/large/bronzong.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/bronzong.png,
438,Bonsly,,,,bonsly,,438,,,Z,,,,,,,,,,,,,50,80,95,10,45,10,290,Rock,,Sturdy,Rock Head,Rattled,,0,-3,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/bonsly.png,https://www.serebii.net/scarletviolet/pokemon/new/438.png,https://www.serebii.net/pokemon/art/438.png,bonsly,https://img.pokemondb.net/artwork/large/bonsly.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/bonsly.png,
439,Mime Jr.,,,,mimejr,,439,,,Z,,,,,,,,,,,,,20,25,45,70,90,60,310,Psychic,Fairy,Soundproof,Filter,Technician,,1,-2,,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/mimejr.png,https://www.serebii.net/scarletviolet/pokemon/new/439.png,https://www.serebii.net/pokemon/art/439.png,mime-jr,https://img.pokemondb.net/artwork/large/mime-jr.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/mime-jr.png,
440,Happiny,,,,happiny,,440,,,Z,,,,,,,,,,,,,100,5,5,15,65,30,220,Normal,,Natural Cure,Serene Grace,Friend Guard,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/happiny.png,https://www.serebii.net/scarletviolet/pokemon/new/440.png,https://www.serebii.net/pokemon/art/440.png,happiny,https://img.pokemondb.net/artwork/large/happiny.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/happiny.png,
441,Chatot,,,,chatot,,441,,,Z,,,,,,,,,,,,,76,65,45,92,42,91,411,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,,0,-3,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/chatot.png,https://www.serebii.net/scarletviolet/pokemon/new/441.png,https://www.serebii.net/pokemon/art/441.png,chatot,https://img.pokemondb.net/artwork/large/chatot.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/chatot.png,
442,Spiritomb,,,,spiritomb,,442,,,C,,,,,,,,,,,,,50,92,108,92,108,35,485,Ghost,Dark,Pressure,,Infiltrator,,0,-2,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/spiritomb.png,https://www.serebii.net/scarletviolet/pokemon/new/442.png,https://www.serebii.net/pokemon/art/442.png,spiritomb,https://img.pokemondb.net/artwork/large/spiritomb.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/spiritomb.png,
443,Gible,,,,gible,,443,,,Z,,,,,,,,,,,,,58,70,45,40,45,42,300,Dragon,Ground,Sand Veil,,Rough Skin,,0,-2,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/gible.png,https://www.serebii.net/scarletviolet/pokemon/new/443.png,https://www.serebii.net/pokemon/art/443.png,gible,https://img.pokemondb.net/artwork/large/gible.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/gible.png,
444,Gabite,,,,gabite,,444,,,Z,,,,,,,,,,,,,68,90,65,50,55,82,410,Dragon,Ground,Sand Veil,,Rough Skin,,0,-2,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/gabite.png,https://www.serebii.net/scarletviolet/pokemon/new/444.png,https://www.serebii.net/pokemon/art/444.png,gabite,https://img.pokemondb.net/artwork/large/gabite.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/gabite.png,
445,M-Garchomp,,,,garchomp-mega,,445-m,,,B,,,,,,,,,,,,,108,170,115,120,95,92,700,Dragon,Ground,Sand Force,,,,0,-1,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/garchomp-mega.png,https://www.serebii.net/scarletviolet/pokemon/new/445-m.png,https://www.serebii.net/pokemon/art/445-m.png,garchomp-mega,https://img.pokemondb.net/artwork/large/garchomp-mega.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/garchomp-mega.png,
445,Garchomp,,,,garchomp,,445,,,A,,,,,,,,,,,,,108,130,95,80,85,102,600,Dragon,Ground,Sand Veil,,Rough Skin,,0,-2,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/garchomp.png,https://www.serebii.net/scarletviolet/pokemon/new/445.png,https://www.serebii.net/pokemon/art/445.png,garchomp,https://img.pokemondb.net/artwork/large/garchomp.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/garchomp.png,
446,Munchlax,,,,munchlax,,446,,,Z,,,,,,,,,,,,,135,85,40,40,85,5,390,Normal,,Pickup,Thick Fat,Gluttony,,1,-2,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/munchlax.png,https://www.serebii.net/scarletviolet/pokemon/new/446.png,https://www.serebii.net/pokemon/art/446.png,munchlax,https://img.pokemondb.net/artwork/large/munchlax.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/munchlax.png,
447,Riolu,,,,riolu,,447,,,C,,,,,,,,,,,,,40,70,40,35,40,60,285,Fighting,,Steadfast,Inner Focus,Prankster,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/riolu.png,https://www.serebii.net/scarletviolet/pokemon/new/447.png,https://www.serebii.net/pokemon/art/447.png,riolu,https://img.pokemondb.net/artwork/large/riolu.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/riolu.png,
448,M-Lucario,,,,lucario-mega,,448-m,,,A,,,,,,,,,,,,,70,145,88,140,70,112,625,Fighting,Steel,Adaptability,,,,0,-1,,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/lucario-mega.png,https://www.serebii.net/scarletviolet/pokemon/new/448-m.png,https://www.serebii.net/pokemon/art/448-m.png,lucario-mega,https://img.pokemondb.net/artwork/large/lucario-mega.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/lucario-mega.png,
448,Lucario,,,,lucario,,448,,,C,,,,,,,,,,,,,70,110,70,115,70,90,525,Fighting,Steel,Steadfast,Inner Focus,Justified,,0,-3,,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/lucario.png,https://www.serebii.net/scarletviolet/pokemon/new/448.png,https://www.serebii.net/pokemon/art/448.png,lucario,https://img.pokemondb.net/artwork/large/lucario.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/lucario.png,
449,Hippopotas,,,,hippopotas,,449,,,C,,,,,,,,,,,,,68,72,78,38,42,32,330,Ground,,Sand Stream,,Sand Force,,0,-2,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/hippopotas.png,https://www.serebii.net/scarletviolet/pokemon/new/449.png,https://www.serebii.net/pokemon/art/449.png,hippopotas,https://img.pokemondb.net/artwork/large/hippopotas.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/hippopotas.png,
450,Hippowdon,,,,hippowdon,,450,,,B,,,,,,,,,,,,,108,112,118,68,72,47,525,Ground,,Sand Stream,,Sand Force,,0,-2,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/hippowdon.png,https://www.serebii.net/scarletviolet/pokemon/new/450.png,https://www.serebii.net/pokemon/art/450.png,hippowdon,https://img.pokemondb.net/artwork/large/hippowdon.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/hippowdon.png,
451,Skorupi,,,,skorupi,,451,,,Z,,,,,,,,,,,,,40,50,90,30,55,65,330,Poison,Bug,Battle Armor,Sniper,Keen Eye,,0,-3,,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/skorupi.png,https://www.serebii.net/scarletviolet/pokemon/new/451.png,https://www.serebii.net/pokemon/art/451.png,skorupi,https://img.pokemondb.net/artwork/large/skorupi.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/skorupi.png,
452,Drapion,,,,drapion,,452,,,C,,,,,,,,,,,,,70,90,110,60,75,95,500,Poison,Dark,Battle Armor,Sniper,Keen Eye,,0,-3,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/drapion.png,https://www.serebii.net/scarletviolet/pokemon/new/452.png,https://www.serebii.net/pokemon/art/452.png,drapion,https://img.pokemondb.net/artwork/large/drapion.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/drapion.png,
453,Croagunk,,,,croagunk,,453,,,Z,,,,,,,,,,,,,48,61,40,61,40,50,300,Poison,Fighting,Anticipate,Dry Skin,Poison Touch,,1,-2,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/croagunk.png,https://www.serebii.net/scarletviolet/pokemon/new/453.png,https://www.serebii.net/pokemon/art/453.png,croagunk,https://img.pokemondb.net/artwork/large/croagunk.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/croagunk.png,
